,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,200000.0,0.05,0.9935754736906254,0.4843322366552343,0.494744309817921,0.36174773402383864,0.8017401602496373,0.0395867455010298,0.014192413201856525,-1.0,-1.0,-1.0,-1.0,-1.0
