,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,10000.0,0.05,0.9755626266427408,0.46426527088581615,0.46984164049415106,0.296590006178753,0.7894778155334453,0.04345710764748286,0.031690377511092424,-1.0,-1.0,-1.0,-1.0,-1.0
