,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,5000000.0,0.05,0.9954135945618546,0.49942472502878543,0.6994742912497213,0.7259590857803778,0.36935054084002766,0.05968712106990003,0.035962456551997576,-1.0,-1.0,-1.0,-1.0,-1.0
