1.587876021347115943e-05,1.298068676026582383e-05,1.138612242438723652e-05,1.043477968279639246e-05,9.835228036277755584e-06,9.443196339164249028e-06,9.188587783420466140e-06,2.480873607039226004e-06,1.044733794772620160e-06,2.051489759676484539e-06,4.149431842151582182e-06,1.367874451085065645e-05,2.428684972220291678e-05,2.885754774709713513e-05,2.966531244296509705e-05,3.207095587774881016e-05,3.380090887212768621e-05,3.569243488221031060e-05,3.893657841642752176e-05,4.518533510548950182e-05,5.468398811310584841e-05,6.312896921002325590e-05,7.877199431246361793e-05,9.211088594747549475e-05,9.816872303613145454e-05,1.011603781229430184e-04,1.021089390953485007e-04,1.032157917136813019e-04,1.043521940860149934e-04,1.046480635999907168e-04,1.038271547013715527e-04,1.012419731917320505e-04,9.583827809381556680e-05,8.707436632341137011e-05,7.617049780866513679e-05,6.596847528230052502e-05,6.046522528108611504e-05,6.203266729568788173e-05,7.100026711647900552e-05,8.710648333675779966e-05,1.082865105401152698e-04,1.316370534978542181e-04,1.547533582476944090e-04,1.765798513674344281e-04,1.966228078617814610e-04,2.138787269082493333e-04,2.283680428464645825e-04,2.701817805339138496e-04,2.648488319916734546e-04,2.547798442510569301e-04,2.454700685869175779e-04,2.383022774401595198e-04,2.516007205488461108e-04
1.241098138391351759e-05,1.013098736734719932e-05,8.884216400319828403e-06,8.144079053655806595e-06,7.679110177229900682e-06,7.375707613866582406e-06,7.172591064956100650e-06,2.066527350835447587e-06,9.121741324307235610e-07,1.772472358410387323e-06,4.181192232490740897e-06,1.518661664065030680e-05,2.976139104183636816e-05,4.288600271783193658e-05,5.047600773272051982e-05,5.582461504400736824e-05,6.040883572896076157e-05,6.611969326051600525e-05,7.492353004357013872e-05,8.613161703320262798e-05,1.002943744353170744e-04,1.161516173959981562e-04,1.335068228538716074e-04,1.479367881495656999e-04,1.522237386901449099e-04,1.496932770872112263e-04,1.397108839530587017e-04,1.344427565642284999e-04,1.293948191593094911e-04,1.250130889415327858e-04,1.186058876231387883e-04,1.121271434580861144e-04,1.028193483198401131e-04,8.946931257686248514e-05,7.552061440803091723e-05,6.231074257433096887e-05,5.337729277507004396e-05,5.175358568370585642e-05,5.945055405731423075e-05,7.489836047846320100e-05,9.681940095335779138e-05,1.218106500016888133e-04,1.476098025108130813e-04,1.732664193898747344e-04,1.976663549566293437e-04,2.204247174057936140e-04,2.411036780455821905e-04,2.993506436103064738e-04,3.138410947578091628e-04,2.969399678820478080e-04,2.946329338080920708e-04,2.985281629293108836e-04,3.176599091168853719e-04
1.082230840974027549e-05,8.785600062787349962e-06,7.698316478172610391e-06,7.050568271032212330e-06,6.643102876753378028e-06,7.233711929927649576e-06,1.088285831993894250e-05,1.386852015449277785e-05,2.533340682464284779e-05,4.306859940662043659e-05,6.989614501115330931e-05,1.104600630927875823e-04,1.608789444368454748e-04,2.118889606710149345e-04,2.538902166915732645e-04,3.681742518979577630e-04,4.867439366749484720e-04,5.339022482626282814e-04,5.776598425015653723e-04,5.396303425895443342e-04,4.796897508384586218e-04,4.662885522349408595e-04,4.514249573250740514e-04,4.531090576204728341e-04,4.231917990300287816e-04,3.922419549369649937e-04,3.428506992707827292e-04,3.057046938681077857e-04,2.662118292716056790e-04,2.362976547060223920e-04,2.028322381733060138e-04,1.728410472536124481e-04,1.442214173767308741e-04,1.165401940168563517e-04,9.024371175575234146e-05,6.833849082631269416e-05,5.332155690780242567e-05,4.709484172963377481e-05,5.107014345702673869e-05,6.495471403604974423e-05,8.642042190098402738e-05,1.137638121933647159e-04,1.433033573780743519e-04,1.744059617868249138e-04,2.037209216015009323e-04,2.319447678648454525e-04,2.570667073905813548e-04,3.250482344179335598e-04,3.510007655720993338e-04,3.244418023902615670e-04,3.203897321039359848e-04,3.335466768499439796e-04,3.637463081505746881e-04
4.657390338461880262e-05,3.933585447004540094e-05,4.416694388871029189e-05,4.369580244327402681e-05,3.856799806442694743e-05,4.579975881982330124e-05,6.295680329590905083e-05,8.592717197251358735e-05,1.231214237001689059e-04,1.727059300412625304e-04,2.414010403195293467e-04,3.202209270775691389e-04,4.565276668941599327e-04,6.608989468940281798e-04,8.919717131301691491e-04,1.073449776565276251e-03,1.223014100223265366e-03,1.350255922891715381e-03,1.381915958192702102e-03,1.257254634341209952e-03,1.153518870920549298e-03,1.068645416938896831e-03,9.648081039879971912e-04,9.262690931814384406e-04,8.815387034610755934e-04,8.034996693619916690e-04,6.954671442639545837e-04,5.762807984891206133e-04,4.985459503186668358e-04,4.038487556674325452e-04,3.339415996917893706e-04,2.708835382617183203e-04,2.150566910475317070e-04,1.711264805610675981e-04,1.293811526626668506e-04,9.475233206366970990e-05,7.621636400898055413e-05,6.731970433671670070e-05,7.302595607676628576e-05,9.188253631136318405e-05,1.197599591463633696e-04,1.548333404304807614e-04,1.900840430632263296e-04,2.287818230156718935e-04,2.677767896788221216e-04,3.078992366595366273e-04,3.407093231324206896e-04,3.793275157157200155e-04,3.923477741734931914e-04,3.622154794153528896e-04,3.763722792388993449e-04,4.004961051664679503e-04,4.449288032051859350e-04
7.181080579591511942e-05,6.887194962932917722e-05,7.986567906934086071e-05,8.697747448714875399e-05,8.111312342895807476e-05,8.219633265902170460e-05,1.105726685270756282e-04,1.547889176758940105e-04,2.224272974993568856e-04,3.142510325112184187e-04,4.022741147673756070e-04,5.624075274519206927e-04,8.287408510975499774e-04,1.194514671513364915e-03,1.559537265117274434e-03,1.898019821416211013e-03,2.046776588237945484e-03,2.222158586655719782e-03,2.293555515592123322e-03,2.191859064654237254e-03,2.016137216167282736e-03,1.866063746319006431e-03,1.690768841367029478e-03,1.488455979606483461e-03,1.341750742362728425e-03,1.196706494660113290e-03,1.004883771091997363e-03,7.936126791609790466e-04,6.610081990616023095e-04,5.417073567201887568e-04,4.412806536884203456e-04,3.517393361615959026e-04,2.741509589704433335e-04,2.085130535582596482e-04,1.552051350919906019e-04,1.157466155186042246e-04,9.211956026621127651e-05,8.566104279856663021e-05,9.719250048759929496e-05,1.265247545703910713e-04,1.756871896864539630e-04,2.182475241927836073e-04,2.725267535328230388e-04,3.293297545374673416e-04,3.866260631448765832e-04,4.477222567636966288e-04,4.980629694332952117e-04,5.906596316353760531e-04,6.480557712994458900e-04,5.986753788196144677e-04,5.669888874081196843e-04,5.890212692225357686e-04,6.507777903432405671e-04
8.521522071135005129e-05,8.534853705097993732e-05,1.000914762885132011e-04,1.125933684915593258e-04,1.094937665927371687e-04,1.009654266885188205e-04,1.246069003663633130e-04,1.803255597731926753e-04,2.564550396478207763e-04,3.518735368780306905e-04,4.936893902454202437e-04,7.219479128676750245e-04,9.751321087909788033e-04,1.322641591027721606e-03,1.627223551163117007e-03,1.905923154204194024e-03,2.290466083684794020e-03,2.519734345594208235e-03,2.834321206050685951e-03,2.638395175911674960e-03,2.276428863758291066e-03,2.046888885579018283e-03,1.875440900617967276e-03,1.734699860711221182e-03,1.561756208097689119e-03,1.365536915310529937e-03,1.143468248423244781e-03,9.229404347219614686e-04,7.408997631578956517e-04,6.032573120753505344e-04,4.755690220458352229e-04,3.645242454084530754e-04,2.819112809107323162e-04,2.142731825386540460e-04,1.611709469085273135e-04,1.242483459407776858e-04,1.051987469081430189e-04,1.052765723628757902e-04,1.255951749921518110e-04,1.705886238314543763e-04,2.255637448114506283e-04,2.882107275429797531e-04,3.607438663612023543e-04,4.384462811888401122e-04,5.145435701309716316e-04,5.948154300212300533e-04,6.685754043328579138e-04,7.694745530423377543e-04,8.468710248494579033e-04,8.507841416466021536e-04,7.502919882901100575e-04,8.041884349396639887e-04,8.868712424778832717e-04
1.435739146367704853e-04,1.289076426395852006e-04,1.492583528912842415e-04,1.400701600841198482e-04,1.088006846018108574e-04,1.264941014835790261e-04,1.638112060948916215e-04,2.215873965823972162e-04,3.137923376743564333e-04,4.218949926074005399e-04,5.610327969690269510e-04,8.060796288774738777e-04,1.091951574280984605e-03,1.446539659132432603e-03,1.805529289349766964e-03,1.990853730881864906e-03,2.268421458145525923e-03,2.659910089721092673e-03,3.065419416992664573e-03,2.987863912330241192e-03,2.523249973081564523e-03,2.210166101491501788e-03,1.988676278790058732e-03,1.820247315307899462e-03,1.601815235734910031e-03,1.397536427315940449e-03,1.156645691979556970e-03,9.044700595375466511e-04,7.088821597193451516e-04,5.783307892030909543e-04,4.583833435182954391e-04,3.583864614464905905e-04,2.759385906252928003e-04,2.123261685298922304e-04,1.696322256019314959e-04,1.451383335427578716e-04,1.397612794764031667e-04,1.563541019409815766e-04,1.941880904521098912e-04,2.480299456334639826e-04,3.245652335826729185e-04,4.130049012803900738e-04,5.088334616326540714e-04,6.100979076086584596e-04,7.126398557947889213e-04,8.107670956189574115e-04,8.994033648345655611e-04,9.120446071243660646e-04,9.277935824597912263e-04,9.493238339005734489e-04,9.860763060352863152e-04,1.053561924697232581e-03,1.175340826262650726e-03
2.081872720069353176e-04,2.161299304506307311e-04,2.486195965828740299e-04,2.582087656008686229e-04,2.142635593695496675e-04,1.793918899071106387e-04,2.042394288968916018e-04,2.591917260224298712e-04,3.416666219919078126e-04,4.442676476606601628e-04,5.807000142592808967e-04,8.274952947327712067e-04,1.098067136564676331e-03,1.402986548960549491e-03,1.654016646834867042e-03,1.884825078550712071e-03,2.197797981401749395e-03,2.578945604673304939e-03,2.979893723730562410e-03,3.063932990767279096e-03,2.603438875848899502e-03,2.207996418141565907e-03,1.865232874380017697e-03,1.613218637609428394e-03,1.497300887402748309e-03,1.317780609327195854e-03,1.104830008713171682e-03,8.579150551729477006e-04,6.555598458528148764e-04,5.283159718128809402e-04,4.175967289204216394e-04,3.216466043438735863e-04,2.522618445834580100e-04,2.025574618557091598e-04,1.731805571128815354e-04,1.641790345438198730e-04,1.756128743568117644e-04,2.077515215022995116e-04,2.610928867769517149e-04,3.355134256123037668e-04,4.404623419833572401e-04,5.286204474693473191e-04,6.360867099693906859e-04,7.472402548946313703e-04,8.527026427202561354e-04,9.584161401397891166e-04,1.052160976726964400e-03,1.099055803177257816e-03,1.096204794140515212e-03,1.123645610800710947e-03,1.130818824074688277e-03,1.190608469537381966e-03,1.312783739011865900e-03
2.659975509890317655e-04,2.855029764512190130e-04,3.314058892879192392e-04,3.562243082108234910e-04,3.021495047730066337e-04,2.263909801086370780e-04,2.401679096017456019e-04,2.944909024730785890e-04,3.687611609274073069e-04,4.617350256725097552e-04,5.825336266810666195e-04,8.085013111459404909e-04,1.030245592466836387e-03,1.247200735325280007e-03,1.381510102112855787e-03,1.633415537519050794e-03,2.070794573580105220e-03,2.399059189611870736e-03,2.761127128180055051e-03,2.784606017215866553e-03,2.555795757807963111e-03,2.145523258518553661e-03,1.746769198628672116e-03,1.488825295359813257e-03,1.368177850464517105e-03,1.189500355214747609e-03,9.946934510182651058e-04,7.702955882593060096e-04,6.124733877362082551e-04,4.805557037524149275e-04,3.840756345806134236e-04,3.010951443247805639e-04,2.382091181716283214e-04,1.966167221369610849e-04,1.776392610997159561e-04,1.807689123595218226e-04,2.057508169357748196e-04,2.573488208956679186e-04,3.203191256659609345e-04,4.090298811513446418e-04,5.131088871981943260e-04,6.273499644387210781e-04,7.480529891735596040e-04,8.707253131480039831e-04,9.904319071385239703e-04,1.101386750294132801e-03,1.199580688805037751e-03,1.314463960374597862e-03,1.295222924507133345e-03,1.287030860590237732e-03,1.294588951879693719e-03,1.359491616298249628e-03,1.446878054348117552e-03
2.954824154425715263e-04,3.354105453881309944e-04,3.871348122919942170e-04,4.297062854728493750e-04,3.190407402423605537e-04,2.743007629936887915e-04,2.733161179092029195e-04,3.204985616776313872e-04,3.939050950531626646e-04,4.760601069000400818e-04,5.678118916476373318e-04,7.332404002430861984e-04,1.008790023953107153e-03,1.251905191465900848e-03,1.298956109301502076e-03,1.415814031322437964e-03,1.765774551361897014e-03,2.012780747008737891e-03,2.209586702615121828e-03,2.311040324618693353e-03,2.213160800687619112e-03,2.017286777560850421e-03,1.718239201762190600e-03,1.470891594377654946e-03,1.307204671541787851e-03,1.078908062503913454e-03,7.948575212519423758e-04,6.298067435473977049e-04,5.535422757454966066e-04,4.110085730935204807e-04,3.390613842408701718e-04,2.678856879703338462e-04,2.103823288335408338e-04,1.821903753873001719e-04,1.771619732696123439e-04,1.930427621919722286e-04,2.301210560956531482e-04,2.891800796502919969e-04,3.869543927620824691e-04,4.934999461810464895e-04,6.171107251896969540e-04,7.501938712320235011e-04,8.891528658367357915e-04,1.029621557808871020e-03,1.167552169938602339e-03,1.296022773672011411e-03,1.408687055798984403e-03,1.532196553451757939e-03,1.502864870200261048e-03,1.498357185837554404e-03,1.512676834224720894e-03,1.564972529724800027e-03,1.704128790843131283e-03
