,name,fixation,errorf,ssimf,errortheta,errorfstderr,ssimfstderr,errorthetastderr
0,2000,fixed,0.5775764115393035,0.5818154044254019,0.04126186794838664,0.12432952436634354,0.16297500763875458,0.010982654990315087
1,2000,partially fixed,0.5344587412891978,0.6802719101277055,0.021030865673054268,0.13447637289149625,0.10853720515371204,0.00931595946013226
2,2000,not fixed,0.5370996003142536,0.6869002842302152,0.017667163642696507,0.13433363629815298,0.10689899230585778,0.00800422825863003
3,100,fixed,0.6684178128385514,0.4960369969085036,0.04166000137382912,0.10337418288883371,0.17331127292839885,0.007170404055316586
4,100,partially fixed,0.6664232084950401,0.50148321098597,0.035774173841142655,0.1035096376146686,0.171601501432708,0.00746223683135349
5,100,not fixed,0.6657483187742281,0.5037269441279011,0.03579925609741251,0.10429201673182853,0.1718992775476179,0.007542027467352169
