,name,fixation,trial,errorf,ssimf,errortheta
0,2000,fixed,1,0.5370139270538377,0.5573654635733254,0.05070051932587255
1,2000,fixed,2,0.3084077370512584,0.6676697510995708,0.029651393320043795
2,2000,fixed,3,0.5612300862665902,0.41297212215505463,0.05203542523217371
3,2000,fixed,4,0.49439660366340715,0.7420996630593231,0.038115695585231375
4,2000,fixed,5,0.6454268678608396,0.3741131136757815,0.04920584563305505
5,2000,fixed,6,0.4066919664888091,0.7454499709374754,0.047512889346506486
6,2000,fixed,7,0.6431609931891202,0.17975788232271375,0.0328409639630322
7,2000,fixed,8,0.7468037360105684,0.5688500468767388,0.02224377094052472
8,2000,fixed,9,0.4004824913284534,0.6114512650455021,0.03909261287089253
9,2000,fixed,10,0.5275265236532481,0.6395430670391539,0.0493043000656002
10,2000,fixed,11,0.7404519985598635,0.7065651810664791,0.052601069117901404
11,2000,fixed,12,0.5003545425716288,0.8212636061275403,0.043981359218051755
12,2000,fixed,13,0.582219387649411,0.8015552204674342,0.016043158473217547
13,2000,fixed,14,0.538198463444147,0.5024616036261116,0.04146971843637196
14,2000,fixed,15,0.5543521193005003,0.5192389328926793,0.034859528420681234
15,2000,fixed,16,0.5473837229440687,0.6115900448577782,0.05023668976306788
16,2000,fixed,17,0.7497911002501275,0.5314799427174071,0.05126425394531024
17,2000,fixed,18,0.7075366675569879,0.3015074885402032,0.055693413584624395
18,2000,fixed,19,0.790044814123771,0.7149485937063925,0.025345419609266485
19,2000,fixed,20,0.570054481819431,0.6264251287213728,0.043039332116307394
20,2000,partially fixed,1,0.4870263123810778,0.6802225618185563,0.029646360661295324
21,2000,partially fixed,2,0.30662494618317737,0.6548972762991717,0.020084905294689988
22,2000,partially fixed,3,0.543865860845984,0.4858659330127354,0.01613349553619422
23,2000,partially fixed,4,0.3754331893100457,0.8617742927586765,0.03454855621723692
24,2000,partially fixed,5,0.40673941958080323,0.6690885170558718,0.023535109437599157
25,2000,partially fixed,6,0.35844587255647675,0.7994316233366091,0.022515031759024532
26,2000,partially fixed,7,0.5717995418179782,0.4403218031671058,0.009502618578002749
27,2000,partially fixed,8,0.7478759456728542,0.6322668623725692,0.0181058549971631
28,2000,partially fixed,9,0.3522001431502404,0.7156269707447638,0.009714683729242498
29,2000,partially fixed,10,0.52752793971227,0.6503058299924253,0.022997397052902237
30,2000,partially fixed,11,0.7377881760927162,0.6954220392230707,0.02749358129444994
31,2000,partially fixed,12,0.5732029703696164,0.808982630068642,0.01518545723293163
32,2000,partially fixed,13,0.5771508645973576,0.8050056928826664,0.015328928694738213
33,2000,partially fixed,14,0.43424532704419727,0.8258463289244696,0.008312891550271798
34,2000,partially fixed,15,0.5559821835835065,0.5179198755379752,0.007582232757797621
35,2000,partially fixed,16,0.5331947099715573,0.6431062262002123,0.02612679791560159
36,2000,partially fixed,17,0.6821397192847649,0.6599621870809281,0.022451039200678927
37,2000,partially fixed,18,0.6307219609082912,0.6271861479381479,0.015140220124572083
38,2000,partially fixed,19,0.7928793951651493,0.7359657983533099,0.04423730569280766
39,2000,partially fixed,20,0.49433034755588984,0.6962396057862024,0.03197484573388518
40,2000,not fixed,1,0.48480475976854903,0.6741855652749978,0.021919423397389993
41,2000,not fixed,2,0.30702443251621375,0.6484638249273035,0.016153804670423544
42,2000,not fixed,3,0.5457583035753706,0.48510090178835163,0.019046084675695935
43,2000,not fixed,4,0.44768059203905897,0.8088029581085111,0.025410350895722987
44,2000,not fixed,5,0.3957043136471199,0.6842263530647696,0.015015493061708433
45,2000,not fixed,6,0.35495749574125335,0.8143828924837903,0.014167062397203074
46,2000,not fixed,7,0.570378316581297,0.4416444271457251,0.012743859272181196
47,2000,not fixed,8,0.7593478815147258,0.6542225793249683,0.016235970468748927
48,2000,not fixed,9,0.34523666188777147,0.7677730818125944,0.009780271987636919
49,2000,not fixed,10,0.5267814528495838,0.6513864810195572,0.021812581505900538
50,2000,not fixed,11,0.7370682883613446,0.6945181890965223,0.019428917090507893
51,2000,not fixed,12,0.5765126473111506,0.8057544430894547,0.008117152923298933
52,2000,not fixed,13,0.6042643406897038,0.8098635000638263,0.033003877886234094
53,2000,not fixed,14,0.4348214882094051,0.8248067497380087,0.006998672481247314
54,2000,not fixed,15,0.5541333712611813,0.5247437866192536,0.008990814641659005
55,2000,not fixed,16,0.5372237869612478,0.6724614837878118,0.012795187097967993
56,2000,not fixed,17,0.6798734956127644,0.665801593693556,0.016295958309492885
57,2000,not fixed,18,0.6336369966736267,0.6218871686819234,0.024983668221063356
58,2000,not fixed,19,0.789498595549465,0.7400690876482943,0.0386803045213899
59,2000,not fixed,20,0.45728478553424035,0.7479106172350818,0.011763817348457292
60,100,fixed,1,0.6904495040666768,0.11139565003576987,0.043575423001564285
61,100,fixed,2,0.5284855521605567,0.4867637914192414,0.040933705187972284
62,100,fixed,3,0.6793270115218698,0.3092546241138427,0.04974231969703225
63,100,fixed,4,0.5464475999050612,0.7661673037795423,0.020299396566444
64,100,fixed,5,0.5112081477515121,0.6057381909649385,0.05029375517216255
65,100,fixed,6,0.6043302085031291,0.6081087388271427,0.043095799386747714
66,100,fixed,7,0.7139265094505065,0.16189204313825373,0.040978613301075
67,100,fixed,8,0.8287493048807003,0.5512640358184726,0.050333758401889896
68,100,fixed,9,0.4858608251423721,0.40386102967203014,0.03693638155559139
69,100,fixed,10,0.655317029223395,0.47696677246768115,0.036108286993476534
70,100,fixed,11,0.8686098486820514,0.6763006256808931,0.04062924409365403
71,100,fixed,12,0.7389095873126524,0.695397937996495,0.04304142371000646
72,100,fixed,13,0.7346367482295757,0.6435453715165803,0.03672321003395291
73,100,fixed,14,0.6167847806736977,0.4099857354440027,0.031699100295238765
74,100,fixed,15,0.6408922192085876,0.3225317176175083,0.046402341300708784
75,100,fixed,16,0.6400828417455007,0.4718236334048811,0.048154651472235604
76,100,fixed,17,0.7644833681629277,0.5935578299062075,0.040425447104610816
77,100,fixed,18,0.7187649622031955,0.3835258991810572,0.04252649617373036
78,100,fixed,19,0.8032074255684761,0.6955804667084624,0.039662451943114366
79,100,fixed,20,0.5978827823785822,0.5470785404770697,0.05163822208537431
80,100,partially fixed,1,0.6812957759358395,0.12967466974051067,0.039938994368052046
81,100,partially fixed,2,0.5283299548803153,0.4886191325289932,0.040222295261419294
82,100,partially fixed,3,0.6783585858705432,0.3130907866734347,0.036287856482341
83,100,partially fixed,4,0.5432081267307061,0.7675949838972885,0.014322340618583748
84,100,partially fixed,5,0.5058306603842824,0.5995835442348454,0.037673070235095335
85,100,partially fixed,6,0.6022671333438218,0.6127436245726168,0.04253642393151813
86,100,partially fixed,7,0.7127404105445869,0.16387701542602306,0.042385474284483
87,100,partially fixed,8,0.826722992654023,0.5555567724576708,0.041284719004435484
88,100,partially fixed,9,0.4830185701926889,0.4130818234720054,0.027358743952407245
89,100,partially fixed,10,0.654017980704296,0.4843757794687276,0.03237474272121703
90,100,partially fixed,11,0.8648109591685482,0.672989520720635,0.024423530692864747
91,100,partially fixed,12,0.7371134295632265,0.6971280242093818,0.03233963985741226
92,100,partially fixed,13,0.7287158316947489,0.6614206541094177,0.03174653645550713
93,100,partially fixed,14,0.6174096394262736,0.4082639621785204,0.03204241170856496
94,100,partially fixed,15,0.6405895606469731,0.32601838111807663,0.044480273798407285
95,100,partially fixed,16,0.6402248065481927,0.47137128101919484,0.047651119232394575
96,100,partially fixed,17,0.761146603857986,0.5985075384579684,0.03809693381646979
97,100,partially fixed,18,0.7170958150983161,0.40883003528476003,0.039850425794894194
98,100,partially fixed,19,0.8075583926806322,0.7100489651753398,0.03500540315532206
99,100,partially fixed,20,0.5980089399748014,0.5468877249739905,0.035462541451463714
100,100,not fixed,1,0.6812155176434541,0.1297931561287866,0.040113869047705496
101,100,not fixed,2,0.527801140412668,0.4894125094384474,0.04020355018013428
102,100,not fixed,3,0.6759288976194835,0.31829789659900587,0.036622713041772705
103,100,not fixed,4,0.5406746012412049,0.7723143672779194,0.013659125125453345
104,100,not fixed,5,0.5046517393685618,0.6032651082429533,0.03756151330305205
105,100,not fixed,6,0.6000987942450752,0.618289385384959,0.042443796430920847
106,100,not fixed,7,0.7095584211262084,0.1605749046632591,0.04232291170190177
107,100,not fixed,8,0.8265842835650563,0.555759562147777,0.04134437158384881
108,100,not fixed,9,0.478302204873996,0.4252281498797001,0.027560717673874024
109,100,not fixed,10,0.654264387871903,0.48550204762354543,0.03234395251666952
110,100,not fixed,11,0.8635144073791325,0.6736100033770785,0.024493616568704524
111,100,not fixed,12,0.7372426571394153,0.6969503329959144,0.03256440194045614
112,100,not fixed,13,0.7292562014543442,0.6609979183575251,0.031750719407899065
113,100,not fixed,14,0.6172762246792917,0.408708236837541,0.03202855217862187
114,100,not fixed,15,0.6426090861502298,0.3308344182075786,0.04453297119039109
115,100,not fixed,16,0.6400356238747521,0.4716153227022854,0.047648679900452386
116,100,not fixed,17,0.7602532091804102,0.6024489523734934,0.03814109567904762
117,100,not fixed,18,0.7170624358335209,0.4115825952113895,0.03988738231270707
118,100,not fixed,19,0.8112329741505581,0.7121412826958501,0.03501514334398671
119,100,not fixed,20,0.5974035676752977,0.547212732413014,0.03574603882065088
