,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,500000.0,0.05,0.9946578507087388,0.5028202341116149,0.52258312731481,0.281349320536119,0.856516534455939,0.025080685062042644,0.011107374380700925,-1.0,-1.0,-1.0,-1.0,-1.0
