,name,uqerrorf,uqtightnessf,uqerrortheta,uqtightnesstheta,uqerrorfstderr,uqtightnessfstderr,uqerrorthetastderr,uqtightnessthetastderr
0,2000.0,0.0,170.6056346212958,0.0,3941.349882203809,0.0,0.0,0.0,0.0
