,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,500000.0,0.05,1.0035349056262346,0.49882385486498226,0.5130770779333479,0.38725813584531477,0.8072297479682035,0.012899778662191691,0.007757270154476532,-1.0,-1.0,-1.0,-1.0,-1.0
