,name,rdm,ferror,fssim,tverror,rdmstderr,ferrorstderr,fssimstderr,tverrorstderr
0,True,1.0135130138722688,0.6553351727035656,0.6790427482587228,0.0593604444771699,0.0,0.0,0.0,0.0
1,False,3.973171601675887,2.357288007074738,0.36253301297583335,0.06658328005978174,0.0,0.0,0.0,0.0
