,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,10000.0,0.05,1.0093752554532442,0.49556467765162443,0.4987980754424454,0.5629265131871931,0.4597878861948979,0.04462802374110319,0.039681041469101036,-1.0,-1.0,-1.0,-1.0,-1.0
