,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,200000.0,0.05,100.01925930387533,4860.3788986429445,0.50899664964651,1.000000000000012,0.06938561170161339,0.34522853170620466,0.30115604725837203,-1.0,-1.0,-1.0,-1.0,-1.0
