,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,200000.0,0.05,1.0085604442711185,0.5066822528526245,0.5199590630995498,0.3750125111265105,0.7723426141881569,0.027955204429965113,0.013519303794278202,-1.0,-1.0,-1.0,-1.0,-1.0
