,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,100000.0,0.05,0.9996952375010695,0.4860902080599025,0.4943226677803278,0.6294734904832235,0.41856257946698683,0.048304700476511496,0.028403126060968495,-1.0,-1.0,-1.0,-1.0,-1.0
