,snr,uqtype,uqerrorf,uqtightnessf,uqerrortheta,uqtightnesstheta,uqerrorfstderr,uqtightnessfstderr,uqerrorthetastderr,uqtightnessthetastderr
0,2000,sampling,0.019863881847808133,0.1325607183078653,0.00425809432054409,0.03227354282172745,0.01607724461439272,0.006300925471960881,0.001671692991247597,0.014658441409549876
1,2000,optimization,0.00343434222706178,0.27287424455913123,4.770715561787512e-06,10.147167609622558,0.003367830151657998,0.04039639923268973,9.541431123575024e-06,0.7361615912650586
2,100,sampling,0.014596934435568542,0.7436221326046972,0.032046773836530026,0.0017223179421571098,0.021606035394941908,0.0289606875805912,0.018989105425670845,0.0008820300613057217
3,100,optimization,0.012268870471231074,0.4039775044262397,5.9755066523139935e-05,18.58833375360783,0.00821960086930937,0.02886955878015129,0.00011951013304627987,4.2854281055590056
