,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,200000.0,0.05,1.0098363588317667,0.4968846646840108,0.502002364307825,0.5329608271418912,0.4622295458801527,0.04390916762189654,0.039659535066821655,-1.0,-1.0,-1.0,-1.0,-1.0
