,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,50000.0,0.05,1.0049142072421107,0.49132772080124615,0.49482849638081416,0.5796547618265321,0.6742206153952354,0.04547630615745328,0.027462380257544716,-1.0,-1.0,-1.0,-1.0,-1.0
