,name,fixation,uqerrorf,uqtightnessf,uqerrortheta,uqtightnesstheta,uqerrorfstderr,uqtightnessfstderr,uqerrorthetastderr,uqtightnessthetastderr
0,2000,fixed,0.12356082189254633,2.038919661749327,0.05003376105848728,0.0,0.024150697790498818,0.1074577380966772,0.0009040142467747146,0.0
1,2000,partially fixed,0.09126863097695381,2.920167889717561,0.030108217385615067,2.2259059136351707,0.02438732985326605,0.7593039919065171,0.007997334727680027,2.7190544106559993
2,2000,not fixed,0.08540894502431026,2.857757385908145,0.0013882102015416245,46.517648806000224,0.03242504698207948,0.7006821110232424,0.002776420403083249,21.018888422074934
3,100,fixed,0.12858400036828707,2.5437976873163977,0.04943527733471884,0.0,0.04194810957563794,0.5571822165800288,0.0010748063265535468,0.0
4,100,partially fixed,0.12335116513238117,2.6727466772026482,0.03335725251018555,9.901412916003972,0.03799222975897462,0.38331478194949015,0.008953665082233471,10.363498322489633
5,100,not fixed,0.11480608006971975,2.7523916640344517,0.006571739194952369,50.123830308681455,0.03134532537500789,0.34211188525496944,0.009514969334219045,32.27731207594248
