,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,3000000.0,0.05,0.994858071333063,0.49047991767239446,0.5322296578045093,0.6553272706493585,0.3427822733558779,0.047894789617666154,0.03111206760371795,-1.0,-1.0,-1.0,-1.0,-1.0
