,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,50000.0,0.05,0.9995873982526797,0.48581788321123515,0.4919426419405515,0.6264747975458386,0.4675779703641955,0.04811922118456727,0.02840865609063775,-1.0,-1.0,-1.0,-1.0,-1.0
