,beta1,theta_noise,rdm,costmap,costtruth,errof,ssimf,errortheta,errorvartheta,uqerrorf,uqtightnessf,uqsizef,uqerrortheta,uqtightnesstheta
0,3000000.0,0.05,0.9989510118975228,0.5099686019681944,0.6243245712037496,0.5028584789743391,0.6368235288090511,0.022696246830548616,0.009262651773776852,-1.0,-1.0,-1.0,-1.0,-1.0
