,theta_noise,snr,operator,truth in CR,LCI error f,LCI error theta,LCI size f,LCI size theta
0,0.03,2000,Ornstein-Uhlenbeck,False,0.999937867103319,0.02813311617178817,9.766411365498099,2.481362067109667
1,0.03,100,Ornstein-Uhlenbeck,False,1.0000000000000002,0.21567509599136522,16.728751946982822,3.523178215617878
